id,displayName,key,frame,reason,score,heightRatio,seqMedianH,widthRatio,seqMedianW,scale
nico-robin,Nico Robin,cmd:1+3,101,row-width-extreme,4.977,1.000,1.000,1.000,3.934,1
nico-robin,Nico Robin,cmd:1+3,109,row-width-extreme,4.977,1.000,1.000,5.977,3.934,1
dio,DIO,sprint,32,row-width-extreme,4.054,1.000,1.000,5.054,2.676,1
dio,DIO,sprint,37,row-width-extreme,4.054,1.000,1.000,1.000,2.676,1
train-heartnet,Train Heartnet,sprint,35,row-width-extreme,3.970,1.000,1.000,4.970,4.163,1
train-heartnet,Train Heartnet,sprint,39,row-width-extreme,3.970,1.000,1.000,1.000,4.163,1
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),cmd:3+4,97,row-width-extreme,3.835,1.000,1.000,1.000,1.620,1
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),cmd:3+4,101,row-width-extreme,3.835,1.000,1.000,4.835,1.620,1
gotenks-super-saiyan,Gotenks (Super Saiyan),sprint,33,row-width-extreme,3.425,1.000,1.000,4.425,1.678,1
gotenks-super-saiyan,Gotenks (Super Saiyan),sprint,38,row-width-extreme,3.425,1.000,1.000,1.000,1.678,1
nico-robin,Nico Robin,sprint,36,row-width-extreme,3.271,1.000,1.000,4.271,2.248,1
nico-robin,Nico Robin,sprint,38,row-width-extreme,3.271,1.000,1.000,1.000,2.248,1
nico-robin,Nico Robin,sprint,39,row-width-extreme,3.271,1.000,1.000,1.000,2.248,1
sanji-vinsmoke,Sanji Vinsmoke,sprint,36,row-width-extreme,3.256,1.000,1.000,4.682,3.738,1
sanji-vinsmoke,Sanji Vinsmoke,sprint,39,row-width-extreme,3.256,1.000,1.000,1.426,3.738,1
gintoki-sakata,Gintoki Sakata,sprint,30,row-width-extreme,3.211,1.000,1.000,4.211,3.335,1
gintoki-sakata,Gintoki Sakata,sprint,39,row-width-extreme,3.211,1.000,1.000,1.000,3.335,1
killua-zoldyck,Killua Zoldyck,sprint,34,row-width-extreme,3.205,1.000,1.000,4.659,3.674,1
killua-zoldyck,Killua Zoldyck,sprint,39,row-width-extreme,3.205,1.000,1.000,1.454,3.674,1
eve,Eve,cmd:1+2,153,row-width-extreme,3.134,1.000,1.000,1.367,3.113,1
eve,Eve,cmd:1+2,155,row-width-extreme,3.134,1.000,1.000,4.501,3.113,1
vegeta-super-saiyan,Vegeta (Super Saiyan),sprint,31,row-width-extreme,3.104,1.000,1.000,4.104,1.878,1
vegeta-super-saiyan,Vegeta (Super Saiyan),sprint,37,row-width-extreme,3.104,1.000,1.000,1.000,1.878,1
jaguar-junichi,Jaguar Junichi,sprint,34,row-width-extreme,2.870,1.000,1.000,3.870,3.145,1
jaguar-junichi,Jaguar Junichi,sprint,39,row-width-extreme,2.870,1.000,1.000,1.000,3.145,1
monkey-d-luffy,Monkey D. Luffy,jableft,73,row-width-extreme,2.860,1.000,1.000,1.379,2.775,1
monkey-d-luffy,Monkey D. Luffy,jableft,75,row-width-extreme,2.860,1.000,1.000,4.238,2.775,1
nico-robin,Nico Robin,jableft,75,row-width-extreme,2.859,1.000,1.000,1.000,2.400,1
nico-robin,Nico Robin,jableft,78,row-width-extreme,2.859,1.000,1.000,3.859,2.400,1
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),sprint,33,row-width-extreme,2.783,1.000,1.000,3.783,3.143,1
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),sprint,39,row-width-extreme,2.783,1.000,1.000,1.000,3.143,1
vegeta-super-saiyan,Vegeta (Super Saiyan),cmd:1+3,128,row-width-extreme,2.782,1.000,1.000,1.000,2.930,1
vegeta-super-saiyan,Vegeta (Super Saiyan),cmd:1+3,130,row-width-extreme,2.782,1.000,1.000,3.782,2.930,1
killua-zoldyck,Killua Zoldyck,jabright,149,row-width-extreme,2.713,1.000,1.000,3.713,1.415,1
killua-zoldyck,Killua Zoldyck,jabright,150,row-width-extreme,2.713,1.000,1.000,1.000,1.415,1
majin-buu,Majin Buu,cmd:1+2,108,row-width-extreme,2.668,1.000,1.000,3.668,1.390,1
majin-buu,Majin Buu,cmd:1+2,111,row-width-extreme,2.668,1.000,1.000,1.000,1.390,1
vegeta-super-saiyan,Vegeta (Super Saiyan),kickright,76,row-width-extreme,2.546,1.000,1.000,3.546,1.324,1
vegeta-super-saiyan,Vegeta (Super Saiyan),kickright,77,row-width-extreme,2.546,1.000,1.000,1.000,1.324,1
riven,Sasuke,cmd:1+2,108,row-width-extreme,2.474,1.000,1.000,3.898,2.215,1
riven,Sasuke,cmd:1+2,117,row-width-extreme,2.474,1.000,1.000,1.424,2.215,1
nico-robin,Nico Robin,cmd:2+4,166,row-width-extreme,2.459,1.000,1.000,1.000,1.793,1
nico-robin,Nico Robin,cmd:2+4,167,row-width-extreme,2.459,1.000,1.000,1.000,1.793,1
nico-robin,Nico Robin,cmd:2+4,170,row-width-extreme,2.459,1.000,1.000,3.459,1.793,1
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),sprint,31,row-width-extreme,2.451,1.000,1.000,3.451,2.671,1
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),sprint,37,row-width-extreme,2.451,1.000,1.000,1.000,2.671,1
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),sprint,39,row-width-extreme,2.451,1.000,1.000,1.000,2.671,1
ichigo-kurosaki,Ichigo Kurosaki,sprint,31,tiny-pop,2.381,0.420,1.000,1.155,1.000,0.42
kazuki-muto,Kazuki Muto,sprint,33,tiny-pop,2.381,0.420,1.000,1.214,1.000,0.42
momotaro-tsurugi,Momotaro Tsurugi,sprint,30,tiny-pop,2.381,0.420,1.000,1.795,1.302,0.42
kinnikuman,Kinnikuman,sprint,32,tiny-pop,2.381,0.420,1.000,2.410,2.285,0.42
kenshiro,Kenshiro,sprint,35,tiny-pop,2.381,0.420,1.000,2.884,2.094,0.42
taikoubou,Taikoubou,sprint,31,tiny-pop,2.381,0.420,1.000,2.516,2.177,0.42
sanji-vinsmoke,Sanji Vinsmoke,cmd:1+2,161,row-width-extreme,2.368,1.000,1.000,3.368,2.868,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:1+2,164,row-width-extreme,2.368,1.000,1.000,1.000,2.868,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:3+4,258,row-width-extreme,2.368,1.000,1.000,3.368,2.868,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:3+4,261,row-width-extreme,2.368,1.000,1.000,1.000,2.868,1
gohan-super-saiyan-2,Gohan (Super Saiyan 2),sprint,31,row-width-extreme,2.360,1.000,1.000,3.360,2.247,1
gohan-super-saiyan-2,Gohan (Super Saiyan 2),sprint,34,row-width-extreme,2.360,1.000,1.000,1.000,2.247,1
gohan-super-saiyan-2,Gohan (Super Saiyan 2),sprint,35,row-width-extreme,2.360,1.000,1.000,1.000,2.247,1
gohan-super-saiyan-2,Gohan (Super Saiyan 2),sprint,36,row-width-extreme,2.360,1.000,1.000,1.000,2.247,1
vegito,Vegito,sprint,32,row-width-extreme,2.356,1.000,1.000,3.356,1.881,1
vegito,Vegito,sprint,36,row-width-extreme,2.356,1.000,1.000,1.000,1.881,1
vegito,Vegito,sprint,37,row-width-extreme,2.356,1.000,1.000,1.000,1.881,1
dio,DIO,cmd:1+2,160,row-width-extreme,2.346,1.000,1.000,1.000,1.939,1
dio,DIO,cmd:1+2,161,row-width-extreme,2.346,1.000,1.000,1.000,1.939,1
dio,DIO,cmd:1+2,167,row-width-extreme,2.346,1.000,1.000,3.346,1.939,1
train-heartnet,Train Heartnet,sprint,32,tiny-pop,2.326,0.430,1.000,3.987,4.163,0.43
heihachi-edajima,Heihachi Edajima,cmd:1+4,100,row-width-extreme,2.325,1.000,1.000,1.000,1.836,1
heihachi-edajima,Heihachi Edajima,cmd:1+4,101,row-width-extreme,2.325,1.000,1.000,1.000,1.836,1
heihachi-edajima,Heihachi Edajima,cmd:1+4,106,row-width-extreme,2.325,1.000,1.000,3.325,1.836,1
riven,Sasuke,jabright,83,row-width-extreme,2.318,1.000,1.000,1.000,2.598,1
riven,Sasuke,jabright,87,row-width-extreme,2.318,1.000,1.000,3.318,2.598,1
riven,Sasuke,cmd:SS+4,147,row-width-extreme,2.313,1.000,1.000,4.223,4.115,1
riven,Sasuke,cmd:SS+4,148,row-width-extreme,2.313,1.000,1.000,1.910,4.115,1
riven,Sasuke,cmd:1+4,147,row-width-extreme,2.313,1.000,1.000,4.223,2.436,1
riven,Sasuke,cmd:1+4,148,row-width-extreme,2.313,1.000,1.000,1.910,2.436,1
kurama,Kurama,sprint,31,tiny-pop,2.273,0.440,1.000,3.147,3.147,0.44
toshiro-hitsugaya,Tōshirō Hitsugaya,sprint,30,tiny-pop,2.273,0.440,1.000,1.444,1.318,0.44
gon-freecss,Gon Freecss,jabright,111,row-width-extreme,2.249,1.000,1.000,3.249,1.518,1
gon-freecss,Gon Freecss,jabright,114,row-width-extreme,2.249,1.000,1.000,1.000,1.518,1
gon-freecss,Gon Freecss,jabright,117,row-width-extreme,2.249,1.000,1.000,1.000,1.518,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:1+4,144,row-width-extreme,2.241,1.000,1.000,1.440,2.174,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:1+4,145,row-width-extreme,2.241,1.000,1.000,3.680,2.174,1
gohan-super-saiyan-2,Gohan (Super Saiyan 2),kickleft,81,row-width-extreme,2.239,1.000,1.000,3.940,2.115,1
gohan-super-saiyan-2,Gohan (Super Saiyan 2),kickleft,84,row-width-extreme,2.239,1.000,1.000,1.701,2.115,1
kagura,Kagura,sprint,30,tiny-pop,2.222,0.450,1.000,2.091,1.938,0.45
dr-mashirito,Dr. Mashirito,sprint,34,row-width-extreme,2.217,1.000,1.000,3.217,1.494,1
dr-mashirito,Dr. Mashirito,sprint,35,row-width-extreme,2.217,1.000,1.000,3.217,1.494,1
dr-mashirito,Dr. Mashirito,sprint,39,row-width-extreme,2.217,1.000,1.000,1.000,1.494,1
sanji-vinsmoke,Sanji Vinsmoke,sprint,30,tiny-pop,2.174,0.460,1.000,3.776,3.738,0.46
eve,Eve,sprint,31,tiny-pop,2.174,0.460,1.000,2.249,2.019,0.46
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),cmd:1+2,85,row-width-extreme,2.136,1.000,1.000,3.669,3.273,1
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),cmd:1+2,86,row-width-extreme,2.136,1.000,1.000,1.532,3.273,1
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),sprint,30,tiny-pop,2.128,0.470,1.000,3.060,3.143,0.47
jotaro-kujo,Jotaro Kujo,sprint,32,tiny-pop,2.128,0.470,1.000,2.425,2.255,0.47
riven,Sasuke,cmd:O+1,174,row-width-extreme,2.101,1.000,1.000,1.000,2.628,1
riven,Sasuke,cmd:O+1,178,row-width-extreme,2.101,1.000,1.000,3.101,2.628,1
riven,Sasuke,cmd:3+4,106,row-width-extreme,2.096,1.000,1.000,1.802,2.219,1
riven,Sasuke,cmd:3+4,107,row-width-extreme,2.096,1.000,1.000,3.898,2.219,1
goku-super-saiyan,Goku (Super Saiyan),sprint,32,row-width-extreme,2.088,1.000,1.000,3.088,1.732,1
goku-super-saiyan,Goku (Super Saiyan),sprint,34,row-width-extreme,2.088,1.000,1.000,1.000,1.732,1
goku-super-saiyan,Goku (Super Saiyan),sprint,35,row-width-extreme,2.088,1.000,1.000,1.000,1.732,1
anna-kyoyama,Anna Kyoyama,sprint,33,tiny-pop,2.083,0.480,1.000,1.971,1.744,0.48
heihachi-edajima,Heihachi Edajima,sprint,30,tiny-pop,2.083,0.480,1.000,2.880,2.540,0.48
pegasus-seiya,Pegasus Seiya,sprint,30,tiny-pop,2.041,0.490,1.000,2.360,2.360,0.49
rukia-kuchiki,Rukia Kuchiki,sprint,30,tiny-pop,2.041,0.490,1.000,2.359,2.359,0.49
killua-zoldyck,Killua Zoldyck,sprint,30,tiny-pop,2.041,0.490,1.000,3.714,3.674,0.49
heihachi-edajima,Heihachi Edajima,sprint,31,row-width-extreme,2.040,1.000,1.000,1.567,2.540,1
heihachi-edajima,Heihachi Edajima,sprint,35,row-width-extreme,2.040,1.000,1.000,3.607,2.540,1
kenshin-himura,Kenshin Himura,cmd:2+3,95,row-width-extreme,1.992,1.000,1.000,1.000,1.000,1
kenshin-himura,Kenshin Himura,cmd:2+3,99,row-width-extreme,1.992,1.000,1.000,2.992,1.000,1
kenshin-himura,Kenshin Himura,cmd:1+4,125,row-width-extreme,1.992,1.000,1.000,1.000,1.343,1
kenshin-himura,Kenshin Himura,cmd:1+4,127,row-width-extreme,1.992,1.000,1.000,2.992,1.343,1
fuusuke,Fuusuke,sprint,37,row-width-extreme,1.980,1.000,1.000,2.980,2.567,1
fuusuke,Fuusuke,sprint,38,row-width-extreme,1.980,1.000,1.000,2.980,2.567,1
fuusuke,Fuusuke,sprint,39,row-width-extreme,1.980,1.000,1.000,1.000,2.567,1
frieza,Frieza,cmd:2+3,164,row-width-extreme,1.970,1.000,1.000,2.970,2.323,1
frieza,Frieza,cmd:2+3,165,row-width-extreme,1.970,1.000,1.000,2.970,2.323,1
frieza,Frieza,cmd:2+3,167,row-width-extreme,1.970,1.000,1.000,1.000,2.323,1
lenalee-lee,Lenalee Lee,sprint,31,tiny-pop,1.961,0.510,1.000,1.663,1.548,0.51
gon-freecss,Gon Freecss,sprint,32,tiny-pop,1.961,0.510,1.000,2.293,2.285,0.51
riven,Sasuke,cmd:FC+4,120,row-width-extreme,1.944,1.000,1.000,1.000,2.436,1
riven,Sasuke,cmd:FC+4,94,row-width-extreme,1.944,1.000,1.000,2.944,2.436,1
kinnikuman,Kinnikuman,cmd:1+2,98,row-width-extreme,1.934,1.000,1.000,1.000,1.652,1
kinnikuman,Kinnikuman,cmd:1+2,99,row-width-extreme,1.934,1.000,1.000,1.000,1.652,1
kinnikuman,Kinnikuman,cmd:1+2,103,row-width-extreme,1.934,1.000,1.000,2.934,1.652,1
kinnikuman,Kinnikuman,cmd:1+2,103,row-width-extreme,1.934,1.000,1.000,2.934,1.652,1
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+2,130,row-width-extreme,1.927,1.000,1.000,1.000,1.384,1
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+2,131,row-width-extreme,1.927,1.000,1.000,2.927,1.384,1
pegasus-seiya,Pegasus Seiya,sprint,34,row-width-extreme,1.923,1.000,1.000,2.923,2.360,1
pegasus-seiya,Pegasus Seiya,sprint,39,row-width-extreme,1.923,1.000,1.000,1.000,2.360,1
sakura-haruno,Sakura Haruno,sprint,33,tiny-pop,1.923,0.520,1.000,2.776,2.770,0.52
rukia-kuchiki,Rukia Kuchiki,sprint,32,tiny-pop,1.923,0.520,1.000,2.397,2.359,0.52
gohan-super-saiyan-2,Gohan (Super Saiyan 2),sprint,30,tiny-pop,1.923,0.520,1.000,3.249,2.247,0.52
ryotsu-kankichi,Ryotsu Kankichi,sprint,30,row-width-extreme,1.921,1.000,1.000,2.921,2.270,1
ryotsu-kankichi,Ryotsu Kankichi,sprint,38,row-width-extreme,1.921,1.000,1.000,1.000,2.270,1
ryotsu-kankichi,Ryotsu Kankichi,cmd:1+2,86,row-width-extreme,1.895,1.000,1.000,3.490,3.148,1
ryotsu-kankichi,Ryotsu Kankichi,cmd:1+2,89,row-width-extreme,1.895,1.000,1.000,1.594,3.148,1
gintoki-sakata,Gintoki Sakata,cmd:1+4,194,row-width-extreme,1.892,1.000,1.000,1.450,1.893,1
gintoki-sakata,Gintoki Sakata,cmd:1+4,195,row-width-extreme,1.892,1.000,1.000,3.342,1.893,1
renji-abarai,Renji Abarai,sprint,32,tiny-pop,1.887,0.530,1.000,1.289,1.267,0.53
kenshiro,Kenshiro,sprint,30,row-width-extreme,1.884,1.000,1.000,1.000,2.094,1
kenshiro,Kenshiro,sprint,31,row-width-extreme,1.884,1.000,1.000,1.000,2.094,1
kenshiro,Kenshiro,sprint,32,row-width-extreme,1.884,1.000,1.000,1.000,2.094,1
sakura-haruno,Sakura Haruno,sprint,34,row-width-extreme,1.883,1.000,1.000,1.000,2.770,1
sakura-haruno,Sakura Haruno,sprint,35,row-width-extreme,1.883,1.000,1.000,1.000,2.770,1
sakura-haruno,Sakura Haruno,sprint,36,row-width-extreme,1.883,1.000,1.000,2.883,2.770,1
sakura-haruno,Sakura Haruno,sprint,37,row-width-extreme,1.883,1.000,1.000,2.883,2.770,1
sakura-haruno,Sakura Haruno,sprint,39,row-width-extreme,1.883,1.000,1.000,1.000,2.770,1
yusuke-urameshi,Yusuke Urameshi,cmd:1+4,117,row-width-extreme,1.874,1.000,1.000,2.874,1.000,1
yusuke-urameshi,Yusuke Urameshi,cmd:1+4,119,row-width-extreme,1.874,1.000,1.000,1.000,1.000,1
frieza,Frieza,sprint,31,row-width-extreme,1.869,1.000,1.000,2.869,1.000,1
frieza,Frieza,sprint,34,row-width-extreme,1.869,1.000,1.000,1.000,1.000,1
frieza,Frieza,sprint,35,row-width-extreme,1.869,1.000,1.000,1.000,1.000,1
frieza,Frieza,sprint,37,row-width-extreme,1.869,1.000,1.000,1.000,1.000,1
frieza,Frieza,sprint,38,row-width-extreme,1.869,1.000,1.000,1.000,1.000,1
frieza,Frieza,sprint,39,row-width-extreme,1.869,1.000,1.000,1.000,1.000,1
eve,Eve,sprint,32,row-width-extreme,1.853,1.000,1.000,1.000,2.019,1
eve,Eve,sprint,33,row-width-extreme,1.853,1.000,1.000,1.000,2.019,1
eve,Eve,sprint,39,row-width-extreme,1.853,1.000,1.000,2.853,2.019,1
kenshin-himura,Kenshin Himura,sprint,35,row-width-extreme,1.845,1.000,1.000,1.000,2.621,1
kenshin-himura,Kenshin Himura,sprint,36,row-width-extreme,1.845,1.000,1.000,1.000,2.621,1
monkey-d-luffy,Monkey D. Luffy,sprint,33,row-width-extreme,1.838,1.000,1.000,2.838,2.220,1
monkey-d-luffy,Monkey D. Luffy,sprint,39,row-width-extreme,1.838,1.000,1.000,1.000,2.220,1
yugi-mutou,Yugi Mutou,sprint,34,row-width-extreme,1.820,0.630,0.680,3.109,3.061,0.63
yugi-mutou,Yugi Mutou,sprint,39,row-width-extreme,1.820,1.000,0.680,1.290,3.061,1
jotaro-kujo,Jotaro Kujo,sprint,33,row-width-extreme,1.809,1.000,1.000,2.809,2.255,1
jotaro-kujo,Jotaro Kujo,sprint,37,row-width-extreme,1.809,1.000,1.000,1.000,2.255,1
jotaro-kujo,Jotaro Kujo,sprint,38,row-width-extreme,1.809,1.000,1.000,1.000,2.255,1
arale-norimaki,Arale Norimaki,sprint,35,row-width-extreme,1.808,1.000,1.000,2.808,2.006,1
arale-norimaki,Arale Norimaki,sprint,36,row-width-extreme,1.808,1.000,1.000,2.808,2.006,1
arale-norimaki,Arale Norimaki,sprint,37,row-width-extreme,1.808,1.000,1.000,2.808,2.006,1
arale-norimaki,Arale Norimaki,sprint,38,row-width-extreme,1.808,1.000,1.000,1.000,2.006,1
fuusuke,Fuusuke,sprint,30,tiny-pop,1.754,0.570,1.000,2.567,2.567,0.57
kazuki-muto,Kazuki Muto,sprint,38,tiny-pop,1.754,0.570,1.000,1.156,1.000,0.57
ichigo-kurosaki,Ichigo Kurosaki,sprint,33,tiny-pop,1.724,0.580,1.000,1.063,1.000,0.58
gon-freecss,Gon Freecss,sprint,34,tiny-pop,1.724,0.580,1.000,2.256,2.285,0.58
gon-freecss,Gon Freecss,sprint,36,tiny-pop,1.724,0.580,1.000,2.285,2.285,0.58
sakura-haruno,Sakura Haruno,sprint,31,tiny-pop,1.724,0.580,1.000,2.770,2.770,0.58
sakura-haruno,Sakura Haruno,sprint,32,tiny-pop,1.724,0.580,1.000,2.770,2.770,0.58
kenshin-himura,Kenshin Himura,sprint,31,tiny-pop,1.724,0.580,1.000,2.845,2.621,0.58
heihachi-edajima,Heihachi Edajima,jableft,83,row-width-extreme,1.723,1.000,1.000,1.000,2.592,1
heihachi-edajima,Heihachi Edajima,jableft,86,row-width-extreme,1.723,1.000,1.000,2.723,2.592,1
nico-robin,Nico Robin,cmd:2+3,130,row-width-extreme,1.716,1.000,1.000,1.458,2.444,1
nico-robin,Nico Robin,cmd:2+3,139,row-width-extreme,1.716,1.000,1.000,3.174,2.444,1
kenshin-himura,Kenshin Himura,cmd:1+2,83,row-width-extreme,1.707,1.000,1.000,2.707,1.536,1
kenshin-himura,Kenshin Himura,cmd:1+2,87,row-width-extreme,1.707,1.000,1.000,1.000,1.536,1
nico-robin,Nico Robin,cmd:1+4,121,row-width-extreme,1.705,1.000,1.000,1.000,1.479,1
nico-robin,Nico Robin,cmd:1+4,124,row-width-extreme,1.705,1.000,1.000,2.705,1.479,1
allen-walker,Allen Walker,cmd:1+2,95,row-width-extreme,1.694,1.000,1.000,1.000,1.000,1
allen-walker,Allen Walker,cmd:1+2,96,row-width-extreme,1.694,1.000,1.000,1.000,1.000,1
allen-walker,Allen Walker,cmd:1+2,97,row-width-extreme,1.694,1.000,1.000,1.000,1.000,1
allen-walker,Allen Walker,cmd:1+2,101,row-width-extreme,1.694,1.000,1.000,2.694,1.000,1
vegeta-super-saiyan,Vegeta (Super Saiyan),jabright,0,row-width-extreme,1.691,1.000,1.000,1.000,2.200,1
vegeta-super-saiyan,Vegeta (Super Saiyan),jabright,82,row-width-extreme,1.691,1.000,1.000,2.691,2.200,1
gotenks-super-saiyan,Gotenks (Super Saiyan),sprint,30,tiny-pop,1.667,0.600,1.000,3.479,1.678,0.6
gon-freecss,Gon Freecss,sprint,30,row-width-extreme,1.653,1.000,1.000,2.653,2.285,1
gon-freecss,Gon Freecss,sprint,37,row-width-extreme,1.653,1.000,1.000,2.653,2.285,1
gon-freecss,Gon Freecss,sprint,38,row-width-extreme,1.653,1.000,1.000,2.653,2.285,1
gon-freecss,Gon Freecss,sprint,39,row-width-extreme,1.653,1.000,1.000,1.000,2.285,1
monkey-d-luffy,Monkey D. Luffy,cmd:2+4,157,row-width-extreme,1.646,1.000,1.000,1.000,1.448,1
monkey-d-luffy,Monkey D. Luffy,cmd:2+4,175,row-width-extreme,1.646,1.000,1.000,2.646,1.448,1
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),sprint,32,tiny-pop,1.639,0.610,1.000,2.917,2.671,0.61
killua-zoldyck,Killua Zoldyck,sprint,32,tiny-pop,1.639,0.610,1.000,3.698,3.674,0.61
taikoubou,Taikoubou,sprint,35,tiny-pop,1.639,0.610,1.000,2.360,2.177,0.61
anna-kyoyama,Anna Kyoyama,jabright,84,row-width-extreme,1.625,1.000,1.000,1.000,1.528,1
anna-kyoyama,Anna Kyoyama,jabright,87,row-width-extreme,1.625,1.000,1.000,2.625,1.528,1
anna-kyoyama,Anna Kyoyama,jabright,90,row-width-extreme,1.625,1.000,1.000,1.000,1.528,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:2+3,131,row-width-extreme,1.621,1.000,1.000,1.388,2.617,1
sanji-vinsmoke,Sanji Vinsmoke,cmd:2+3,136,row-width-extreme,1.621,1.000,1.000,3.009,2.617,1
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),sprint,33,tiny-pop,1.619,0.420,0.680,1.285,1.050,0.42
kakashi-hatake,Kakashi Hatake,sprint,33,tiny-pop,1.619,0.420,0.680,1.712,1.632,0.42
kurama,Kurama,cmd:1+2,84,row-width-extreme,1.618,1.000,1.000,1.000,2.304,1
kurama,Kurama,cmd:1+2,86,row-width-extreme,1.618,1.000,1.000,2.618,2.304,1
kurama,Kurama,cmd:1+2,89,row-width-extreme,1.618,1.000,1.000,1.000,2.304,1
gotenks-super-saiyan,Gotenks (Super Saiyan),sprint,31,tiny-pop,1.613,0.620,1.000,3.495,1.678,0.62
train-heartnet,Train Heartnet,sprint,37,tiny-pop,1.613,0.620,1.000,3.990,4.163,0.62
kurama,Kurama,sprint,34,row-width-extreme,1.609,1.000,1.000,3.501,3.147,1
kurama,Kurama,sprint,36,row-width-extreme,1.609,1.000,1.000,1.892,3.147,1
kurama,Kurama,sprint,37,row-width-extreme,1.609,1.000,1.000,1.892,3.147,1
riven,Sasuke,cmd:2+4,186,row-width-extreme,1.592,1.000,1.000,1.000,1.110,1
riven,Sasuke,cmd:2+4,191,row-width-extreme,1.592,1.000,1.000,2.592,1.110,1
riven,Sasuke,cmd:2+4,186,row-width-extreme,1.592,1.000,1.000,1.000,1.110,1
gintoki-sakata,Gintoki Sakata,jabright,100,row-width-extreme,1.588,1.000,1.000,1.000,1.498,1
gintoki-sakata,Gintoki Sakata,jabright,106,row-width-extreme,1.588,1.000,1.000,2.588,1.498,1
yoh-asakura-power-sword,Yoh Asakura (Power Sword),sprint,30,tiny-pop,1.587,0.630,1.000,1.140,1.000,0.63
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),sprint,34,tiny-pop,1.587,0.630,1.000,3.065,3.143,0.63
gotenks,Gotenks,sprint,31,tiny-pop,1.587,0.630,1.000,1.424,1.000,0.63
gintoki-sakata,Gintoki Sakata,cmd:1+2,134,row-width-extreme,1.578,1.000,1.000,1.000,2.195,1
gintoki-sakata,Gintoki Sakata,cmd:1+2,137,row-width-extreme,1.578,1.000,1.000,2.578,2.195,1
riven,Sasuke,cmd:FC+3+4,120,row-width-extreme,1.577,1.000,1.000,1.000,2.044,1
riven,Sasuke,cmd:FC+3+4,152,row-width-extreme,1.577,1.000,1.000,2.577,2.044,1
gintoki-sakata,Gintoki Sakata,cmd:1+3,144,row-width-extreme,1.570,1.000,1.000,2.854,1.703,1
gintoki-sakata,Gintoki Sakata,cmd:1+3,147,row-width-extreme,1.570,1.000,1.000,1.284,1.703,1
lenalee-lee,Lenalee Lee,cmd:2+4,89,row-width-extreme,1.569,1.000,1.000,1.000,1.000,1
lenalee-lee,Lenalee Lee,cmd:2+4,94,row-width-extreme,1.569,1.000,1.000,2.569,1.000,1
nami,Nami,sprint,32,tiny-pop,1.563,0.640,1.000,1.613,1.314,0.64
gon-freecss,Gon Freecss,sprint,33,tiny-pop,1.563,0.640,1.000,2.281,2.285,0.64
gotenks,Gotenks,sprint,30,tiny-pop,1.562,0.640,1.000,1.432,1.000,0.64
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),sprint,30,tiny-pop,1.562,0.640,1.000,2.945,2.671,0.64
momotaro-tsurugi,Momotaro Tsurugi,sprint,37,tiny-pop,1.562,0.640,1.000,1.469,1.302,0.64
taikoubou,Taikoubou,sprint,33,tiny-pop,1.562,0.640,1.000,2.360,2.177,0.64
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,sprint,32,row-width-extreme,1.544,1.000,1.000,2.544,1.738,1
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,sprint,37,row-width-extreme,1.544,1.000,1.000,1.000,1.738,1
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),jabright,68,row-width-extreme,1.539,1.000,1.000,2.539,1.935,1
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),jabright,71,row-width-extreme,1.539,1.000,1.000,1.000,1.935,1
ichigo-kurosaki,Ichigo Kurosaki,sprint,35,tiny-pop,1.538,0.650,1.000,1.058,1.000,0.65
yoh-asakura,Yoh Asakura,sprint,32,tiny-pop,1.538,0.650,1.000,1.619,1.000,0.65
jaguar-junichi,Jaguar Junichi,sprint,32,tiny-pop,1.538,0.650,1.000,3.145,3.145,0.65
rukia-kuchiki,Rukia Kuchiki,sprint,34,tiny-pop,1.538,0.650,1.000,2.377,2.359,0.65
killua-zoldyck,Killua Zoldyck,cmd:1+4,102,row-width-extreme,1.535,1.000,1.000,2.535,1.485,1
